date,evening_price,morning_price
2023-03-30,5319.0,5301.0
2023-04-02,5280.0,5308.0
2023-04-03,5323.0,5320.0
2023-04-05,5534.0,5520.0
2023-04-06,5564.0,5549.0
2023-04-09,5506.0,5519.0
2023-04-10,5572.0,5522.0
2023-04-11,5637.0,5651.0
2023-04-12,5670.0,5674.0
2023-04-13,5764.0,5789.0
2023-04-16,5678.0,5661.0
2023-04-17,5603.0,5597.0
2023-04-18,5576.0,5611.0
2023-04-19,5644.0,5655.0
2023-04-20,5621.0,5641.0
2023-04-23,5585.0,5601.0
2023-04-24,5628.0,5643.0
2023-04-25,5599.0,5599.0
2023-04-26,5610.0,5606.0
2023-04-27,5588.0,5587.0
2023-05-03,5743.0,5772.0
2023-05-04,5827.0,5842.0
2023-05-07,5762.0,5749.0
2023-05-08,5746.0,5739.0
2023-05-09,5737.0,5747.0
2023-05-10,5704.0,5713.0
2023-05-11,5427.0,5446.0
2023-05-14,5432.0,5456.0
2023-05-15,5384.0,5443.0
2023-05-16,5388.0,5390.0
2023-05-17,5402.0,5398.0
2023-05-18,5433.0,5385.0
2023-05-21,5433.0,5434.0
2023-05-22,5404.0,5418.0
2023-05-23,5387.0,5401.0
2023-05-24,5306.0,5279.0
2023-05-25,5297.0,5275.0
2023-05-28,5373.0,5352.0
2023-05-29,5327.0,5347.0
2023-05-30,5403.0,5347.0
2023-05-31,5460.0,5443.0
2023-06-01,5531.0,5511.0
2023-06-04,5454.0,5462.0
2023-06-05,5472.0,5475.0
2023-06-06,5476.0,5492.0
2023-06-07,5506.0,5504.0
2023-06-08,5670.0,5644.0
2023-06-11,5656.0,5639.0
2023-06-12,5678.0,5645.0
2023-06-13,5620.0,5614.0
2023-06-14,5532.0,5547.0
2023-06-15,5605.0,5601.0
2023-06-18,5634.0,5627.0
2023-06-19,5615.0,5620.0
2023-06-20,5475.0,5476.0
2023-06-25,5426.0,5446.0
2023-06-26,5464.0,5447.0
2023-06-27,5441.0,5446.0
2023-06-28,5441.0,5451.0
2023-06-29,5422.0,5437.0
2023-07-02,5489.0,5479.0
2023-07-03,5500.0,5499.0
2023-07-04,5479.0,5503.0
2023-07-05,5556.0,5557.0
2023-07-06,5466.0,5464.0
2023-07-09,5528.0,5530.0
2023-07-10,5553.0,5545.0
2023-07-11,5548.0,5541.0
2023-07-12,5731.0,5715.0
2023-07-13,5781.0,5802.0
2023-07-16,5804.0,5778.0
2023-07-17,5811.0,5805.0
2023-07-18,5900.0,5907.0
2023-07-19,5907.0,5928.0
2023-07-20,5841.0,5846.0
2023-07-23,5825.0,5827.0
2023-07-24,5800.0,5788.0
2023-07-25,5823.0,5819.0
2023-07-26,5874.0,5881.0
2023-07-27,5732.0,5727.0
2023-07-30,5738.0,5742.0
2023-07-31,5800.0,5818.0
2023-08-01,5765.0,5783.0
2023-08-02,5621.0,5674.0
2023-08-03,5601.0,5635.0
2023-08-06,5630.0,5654.0
2023-08-07,5601.0,5592.0
2023-08-08,5559.0,5565.0
2023-08-09,5529.0,5536.0
2023-08-10,5574.0,5577.0
2023-08-13,5576.0,5565.0
2023-08-14,5604.0,5586.0
2023-08-15,5625.0,5610.0
2023-08-16,5613.0,5587.0
2023-08-17,5595.0,5635.0
2023-08-20,5610.0,5578.0
2023-08-21,5673.0,5663.0
2023-08-22,5770.0,5714.0
2023-08-23,5850.0,5858.0
2023-08-24,5810.0,5825.0
2023-08-27,5832.0,5830.0
2023-08-28,5852.0,5840.0
2023-08-29,5924.0,5927.0
2023-08-30,5909.0,5934.0
2023-08-31,5920.0,5905.0
2023-09-03,5882.0,5868.0
2023-09-04,5834.0,5852.0
2023-09-05,5805.0,5814.0
2023-09-06,5744.0,5769.0
2023-09-07,5771.0,5782.0
2023-09-10,5776.0,5773.0
2023-09-11,5773.0,5798.0
2023-09-12,5783.0,5791.0
2023-09-13,5890.0,5881.0
2023-09-14,5870.0,5928.0
2023-09-17,5811.0,5837.0
2023-09-18,5848.0,5868.0
2023-09-19,5872.0,5870.0
2023-09-20,5873.0,5862.0
2023-09-21,5923.0,5900.0
2023-09-24,5908.0,5921.0
2023-09-25,5849.0,5857.0
2023-09-26,5802.0,5824.0
2023-09-27,5754.0,5771.0
2023-10-08,5642.0,5652.0
2023-10-09,5635.0,5664.0
2023-10-10,5616.0,5630.0
2023-10-11,5678.0,5661.0
2023-10-12,5679.0,5650.0
2023-10-15,5804.0,5802.0
2023-10-16,5783.0,5787.0
2023-10-17,5856.0,5841.0
2023-10-18,5814.0,5797.0
2023-10-19,5815.0,5832.0
2023-10-22,5829.0,5825.0
2023-10-23,5826.0,5817.0
2023-10-24,5811.0,5806.0
2023-10-25,5830.0,5824.0
2023-10-26,5830.0,5809.0
2023-10-29,5853.0,5866.0
2023-10-30,5837.0,5850.0
2023-10-31,5750.0,5764.0
2023-11-01,5805.0,5798.0
2023-11-02,5781.0,5770.0
2023-11-05,5845.0,5858.0
2023-11-06,5794.0,5812.0
2023-11-07,5728.0,5737.0
2023-11-08,5717.0,5736.0
2023-11-09,5766.0,5751.0
2023-11-12,5664.0,5666.0
2023-11-13,5707.0,5706.0
2023-11-14,5844.0,5816.0
2023-11-15,5859.0,5840.0
2023-11-16,5887.0,5887.0
2023-11-19,5852.0,5852.0
2023-11-20,5840.0,5839.0
2023-11-21,5857.0,5866.0
2023-11-22,5854.0,5839.0
2023-11-23,5853.0,5845.0
2023-11-26,6103.0,6131.0
2023-11-27,6108.0,6116.0
2023-11-28,6121.0,6202.0
2023-11-29,6140.0,6114.0
2023-11-30,6165.0,6182.0
2023-12-03,6220.0,6234.0
2023-12-04,6002.0,6023.0
2023-12-05,5976.0,5980.0
2023-12-06,5953.0,5955.0
2023-12-07,5985.0,5969.0
2023-12-10,5859.0,5865.0
2023-12-11,5858.0,5825.0
2023-12-12,5801.0,5834.0
2023-12-13,5998.0,5962.0
2023-12-14,6001.0,6003.0
2023-12-17,5987.0,5966.0
2023-12-18,5986.0,5978.0
2023-12-19,6010.0,6010.0
2023-12-20,6039.0,6037.0
2023-12-21,6080.0,6081.0
2023-12-24,6055.0,6037.0
2023-12-25,6092.0,6059.0
2023-12-26,6085.0,6085.0
2023-12-27,6046.0,6088.0
2023-12-28,5966.0,5970.0
2024-01-01,6032.0,5982.0
2024-01-02,5966.0,5977.0
2024-01-03,5866.0,5856.0
2024-01-04,5888.0,5911.0
2024-01-07,5887.0,5900.0
2024-01-08,5900.0,5894.0
2024-01-09,5866.0,5899.0
2024-01-10,5895.0,5886.0
2024-01-11,5893.0,5890.0
2024-01-14,5980.0,5970.0
2024-01-15,5951.0,5966.0
2024-01-16,5907.0,5937.0
2024-01-17,5902.0,5885.0
2024-01-18,5903.0,5925.0
2024-01-21,5784.0,5893.0
2024-01-22,5829.0,5780.0
2024-01-23,5842.0,5836.0
2024-01-24,5882.0,5880.0
2024-01-25,5910.0,5905.0
2024-01-28,5924.0,5921.0
2024-01-29,5957.0,5954.0
2024-01-30,5934.0,5955.0
2024-01-31,5909.0,5919.0
2024-02-01,5943.0,5934.0
2024-02-04,5857.0,5875.0
2024-02-05,5834.0,5835.0
2024-02-06,5783.0,5825.0
2024-02-07,5834.0,5798.0
2024-02-08,5868.0,5860.0
2024-02-18,5959.0,5955.0
2024-02-19,5936.0,5934.0
2024-02-20,5955.0,5951.0
2024-02-21,5939.0,5925.0
2024-02-22,5871.0,5905.0
2024-02-25,5902.0,5916.0
2024-02-26,5872.0,5866.0
2024-02-27,5861.0,5867.0
2024-02-28,5868.0,5859.0
2024-02-29,5913.0,5901.0
2024-03-03,5971.0,5980.0
2024-03-04,6104.0,6080.0
2024-03-05,6104.0,6092.0
2024-03-06,6133.0,6141.0
2024-03-07,6155.0,6150.0
2024-03-10,6147.0,6153.0
2024-03-11,6157.0,6163.0
2024-03-12,6141.0,6124.0
2024-03-13,6279.0,6318.0
2024-03-14,6322.0,6278.0
2024-03-17,6321.0,6331.0
2024-03-18,6302.0,6333.0
2024-03-19,6317.0,6318.0
2024-03-20,6485.0,6492.0
2024-03-21,6317.0,6319.0
2024-03-24,6341.0,6386.0
2024-03-25,6346.0,6352.0
2024-03-26,6329.0,6299.0
2024-03-27,6364.0,6349.0
2024-03-28,6460.0,6447.0
2024-03-31,6483.0,6493.0
2024-04-01,6513.0,6466.0
2024-04-02,6735.0,6694.0
2024-04-07,7110.0,6972.0
2024-04-08,7184.0,7219.0
2024-04-09,7195.0,7197.0
2024-04-10,7160.0,7171.0
2024-04-11,7416.0,7349.0
2024-04-14,7438.0,7400.0
2024-04-15,7387.0,7450.0
2024-04-16,7350.0,7333.0
2024-04-17,7429.0,7339.0
2024-04-18,7375.0,7460.0
2024-04-21,7203.0,7363.0
2024-04-22,6969.0,7028.0
2024-04-23,7083.0,7045.0
2024-04-24,7048.0,7065.0
2024-04-25,7133.0,7084.0
2024-04-28,7082.0,7062.0
2024-04-29,6970.0,7056.0
2024-05-05,7037.0,7005.0
2024-05-06,7077.0,7111.0
2024-05-07,7098.0,7054.0
2024-05-08,7151.0,7107.0
2024-05-09,7386.0,7350.0
2024-05-12,7292.0,7259.0
2024-05-13,7340.0,7302.0
2024-05-14,7362.0,7356.0
2024-05-15,7567.0,7634.0
2024-05-16,7607.0,7570.0
2024-05-19,8204.0,8209.0
2024-05-20,8225.0,8422.0
2024-05-21,8310.0,8359.0
2024-05-22,7914.0,7924.0
2024-05-23,7986.0,7926.0
2024-05-26,8097.0,8025.0
2024-05-27,8232.0,8380.0
2024-05-28,8445.0,8363.0
2024-05-29,8237.0,8377.0
2024-05-30,8182.0,8190.0
2024-06-02,7873.0,8014.0
2024-06-03,8060.0,8000.0
2024-06-04,7752.0,7744.0
2024-06-05,8006.0,7986.0
2024-06-06,8182.0,8182.0
2024-06-10,7670.0,7752.0
2024-06-11,7740.0,7731.0
2024-06-12,7679.0,7611.0
2024-06-13,7667.0,7593.0
2024-06-16,7644.0,7729.0
2024-06-17,7737.0,7744.0
2024-06-18,7743.0,7744.0
2024-06-19,7992.0,7961.0
2024-06-20,8045.0,8055.0
2024-06-23,7809.0,7819.0
2024-06-24,7787.0,7785.0
2024-06-25,7607.0,7601.0
2024-06-26,7613.0,7605.0
2024-06-27,7711.0,7624.0
2024-06-30,7714.0,7699.0
2024-07-01,7769.0,7777.0
2024-07-02,7887.0,7843.0
2024-07-03,7965.0,8057.0
2024-07-04,8066.0,8027.0
2024-07-07,8121.0,8206.0
2024-07-08,8135.0,8121.0
2024-07-09,8081.0,8135.0
2024-07-10,8145.0,8132.0
2024-07-11,8087.0,8162.0
2024-07-14,8068.0,8077.0
2024-07-15,8091.0,8059.0
2024-07-16,8059.0,8193.0
2024-07-17,7951.0,7903.0
2024-07-18,7662.0,7707.0
2024-07-21,7605.0,7660.0
2024-07-22,7535.0,7658.0
2024-07-23,7665.0,7608.0
2024-07-24,7226.0,7432.0
2024-07-25,7232.0,7240.0
2024-07-28,7286.0,7255.0
2024-07-29,7246.0,7169.0
2024-07-30,7413.0,7346.0
2024-07-31,7455.0,7509.0
2024-08-01,7430.0,7335.0
2024-08-04,7191.0,7287.0
2024-08-05,6887.0,7027.0
2024-08-06,6936.0,6895.0
2024-08-07,6905.0,6901.0
2024-08-08,7040.0,7125.0
2024-08-11,7119.0,7036.0
2024-08-12,7116.0,7145.0
2024-08-13,7122.0,7155.0
2024-08-14,7149.0,7031.0
2024-08-15,7254.0,7268.0
2024-08-18,7405.0,7354.0
2024-08-19,7512.0,7471.0
2024-08-20,7526.0,7500.0
2024-08-21,7506.0,7524.0
2024-08-22,7440.0,7402.0
2024-08-25,7548.0,7544.0
2024-08-26,7602.0,7578.0
2024-08-27,7485.0,7598.0
2024-08-28,7511.0,7461.0
2024-08-29,7471.0,7476.0
2024-09-01,7192.0,7294.0
2024-09-02,7186.0,7177.0
2024-09-03,7052.0,7059.0
2024-09-04,7087.0,7110.0
2024-09-05,7187.0,7148.0
2024-09-08,6888.0,6924.0
2024-09-09,7007.0,6994.0
2024-09-10,7088.0,7002.0
2024-09-11,7119.0,7120.0
2024-09-12,7347.0,7368.0
2024-09-17,7397.0,7419.0
2024-09-18,7448.0,7235.0
2024-09-19,7516.0,7418.0
2024-09-22,7465.0,7472.0
2024-09-23,7504.0,7494.0
2024-09-24,7756.0,7795.0
2024-09-25,7798.0,7797.0
2024-09-26,7812.0,7815.0
2024-09-29,7735.0,7751.0
2024-10-07,7747.0,7766.0
2024-10-08,7489.0,7508.0
2024-10-09,7524.0,7499.0
2024-10-10,7667.0,7663.0
2024-10-13,7760.0,7680.0
2024-10-14,7663.0,7703.0
2024-10-15,7859.0,7805.0
2024-10-16,7764.0,7888.0
2024-10-17,7852.0,7890.0
2024-10-20,8296.0,8264.0
2024-10-21,8295.0,8242.0
2024-10-22,8355.0,8331.0
2024-10-23,8192.0,8141.0
2024-10-24,8073.0,8155.0
2024-10-27,8189.0,8096.0
2024-10-28,8255.0,8234.0
2024-10-29,8293.0,8321.0
2024-10-30,8134.0,8168.0
2024-10-31,7975.0,7954.0
2024-11-03,7950.0,7927.0
2024-11-04,7957.0,7931.0
2024-11-05,7929.0,8001.0
2024-11-06,7684.0,7661.0
2024-11-07,7735.0,7819.0
2024-11-10,7780.0,7775.0
2024-11-11,7545.0,7670.0
2024-11-12,7668.0,7671.0
2024-11-13,7490.0,7577.0
2024-11-14,7528.0,7553.0
2024-11-17,7633.0,7607.0
2024-11-18,7795.0,7724.0
2024-11-19,7704.0,7740.0
2024-11-20,7777.0,7733.0
2024-11-21,7743.0,7730.0
2024-11-24,7608.0,7717.0
2024-11-25,7566.0,7564.0
2024-11-26,7626.0,7559.0
2024-11-27,7482.0,7480.0
2024-11-28,7648.0,7582.0
2024-12-01,7544.0,7608.0
2024-12-02,7772.0,7660.0
2024-12-03,7781.0,7755.0
2024-12-04,7822.0,7813.0
2024-12-05,7801.0,7737.0
2024-12-08,7772.0,7794.0
2024-12-09,7901.0,7915.0
2024-12-10,7893.0,7936.0
2024-12-11,7979.0,7911.0
2024-12-12,7770.0,7785.0
2024-12-15,7710.0,7699.0
2024-12-16,7695.0,7728.0
2024-12-17,7680.0,7710.0
2024-12-18,7479.0,7513.0
2024-12-19,7424.0,7408.0
2024-12-22,7556.0,7509.0
2024-12-23,7563.0,7555.0
2024-12-24,7571.0,7580.0
2024-12-25,7575.0,7599.0
2024-12-26,7597.0,7598.0
2024-12-29,7550.0,7531.0
2024-12-30,7471.0,7464.0
2025-01-01,7595.0,7580.0
2025-01-02,7620.0,7617.0
2025-01-05,7607.0,7668.0
2025-01-06,7731.0,7701.0
2025-01-07,7714.0,7735.0
2025-01-08,7743.0,7726.0
2025-01-09,7789.0,7772.0
2025-01-12,7759.0,7766.0
2025-01-13,7579.0,7606.0
2025-01-14,7637.0,7629.0
2025-01-15,7827.0,7826.0
2025-01-16,7811.0,7839.0
2025-01-19,7737.0,7685.0
2025-01-20,7770.0,7722.0
2025-01-21,7776.0,7797.0
2025-01-22,7715.0,7742.0
2025-01-23,7746.0,7715.0
2025-01-26,7635.0,7656.0
2025-02-04,8092.0,8046.0
2025-02-05,8054.0,8069.0
2025-02-06,8029.0,8054.0
2025-02-09,8031.0,8007.0
2025-02-10,7985.0,8050.0
2025-02-11,7946.0,7922.0
2025-02-12,8012.0,7994.0
2025-02-13,8221.0,8074.0
2025-02-16,7991.0,7986.0
2025-02-17,8061.0,7992.0
2025-02-18,8118.0,8129.0
2025-02-19,8135.0,8099.0
2025-02-20,8077.0,8125.0
2025-02-23,8077.0,8041.0
2025-02-24,8020.0,8023.0
2025-02-25,7910.0,7920.0
2025-02-26,7903.0,7934.0
2025-02-27,7856.0,7869.0
2025-03-02,7876.0,7893.0
2025-03-03,7933.0,7918.0
2025-03-04,7987.0,7953.0
2025-03-05,8045.0,8057.0
2025-03-06,8049.0,8041.0
2025-03-09,8045.0,8062.0
2025-03-10,7981.0,7965.0
2025-03-11,8080.0,8075.0
2025-03-12,8125.0,8148.0
2025-03-13,8339.0,8343.0
2025-03-16,8321.0,8319.0
2025-03-17,8335.0,8336.0
2025-03-18,8358.0,8342.0
2025-03-19,8343.0,8341.0
2025-03-20,8190.0,8288.0
2025-03-23,8216.0,8199.0
2025-03-24,8222.0,8208.0
2025-03-25,8329.0,8344.0
2025-03-26,8339.0,8324.0
2025-03-27,8479.0,8487.0
2025-03-30,8478.0,8448.0
2025-03-31,8422.0,8439.0
2025-04-01,8394.0,8388.0
2025-04-02,8276.0,8411.0
2025-04-06,7570.0,7748.0
2025-04-07,7661.0,7664.0
2025-04-08,7736.0,7654.0
2025-04-09,7950.0,7895.0
2025-04-10,7964.0,7919.0
2025-04-13,8090.0,8089.0
2025-04-14,8129.0,8128.0
2025-04-15,8192.0,8182.0
2025-04-16,8157.0,8173.0
2025-04-17,8148.0,8135.0
2025-04-20,8232.0,8204.0
2025-04-21,8187.0,8202.0
2025-04-22,8199.0,8208.0
2025-04-23,8263.0,8292.0
2025-04-24,8260.0,8316.0
2025-04-27,8164.0,8180.0
2025-04-28,8180.0,8223.0
2025-04-29,8162.0,8216.0
2025-05-05,8222.0,8239.0
2025-05-06,8236.0,8188.0
2025-05-07,8106.0,8172.0
2025-05-08,8154.0,8130.0
2025-05-11,8208.0,8129.0
2025-05-12,8187.0,8128.0
2025-05-13,8169.0,8174.0
2025-05-14,7971.0,8045.0
2025-05-15,8083.0,8091.0
2025-05-18,8114.0,8099.0
2025-05-19,8063.0,8087.0
2025-05-20,8239.0,8213.0
2025-05-21,8275.0,8277.0
2025-05-22,8233.0,8220.0
2025-05-25,8255.0,8253.0
2025-05-26,8218.0,8236.0
2025-05-27,8207.0,8215.0
2025-05-28,8207.0,8168.0
2025-05-29,8169.0,8191.0
2025-06-02,8421.0,8422.0
2025-06-03,8434.0,8453.0
2025-06-04,8456.0,8452.0
2025-06-05,8795.0,8749.0
2025-06-08,8847.0,8801.0
2025-06-09,8890.0,8855.0
2025-06-10,8869.0,8879.0
2025-06-11,8812.0,8834.0
2025-06-12,8810.0,8788.0
2025-06-15,8798.0,8787.0
2025-06-16,8833.0,8805.0
2025-06-17,9011.0,8968.0
2025-06-18,8790.0,8881.0
2025-06-19,8633.0,8776.0
2025-06-22,8720.0,8720.0
2025-06-23,8707.0,8712.0
2025-06-24,8687.0,8654.0
2025-06-25,8764.0,8746.0
2025-06-26,8786.0,8794.0
2025-06-29,8730.0,8684.0
2025-06-30,8730.0,8714.0
2025-07-01,8745.0,8752.0
2025-07-02,8929.0,8827.0
2025-07-03,8910.0,8913.0
2025-07-06,8854.0,8910.0
2025-07-07,8912.0,8887.0
2025-07-08,8865.0,8881.0
2025-07-09,8869.0,8855.0
2025-07-10,9056.0,9025.0
2025-07-13,9185.0,9180.0
2025-07-14,9177.0,9150.0
2025-07-15,9110.0,9123.0
2025-07-16,9113.0,9113.0
2025-07-17,9175.0,9168.0
2025-07-20,9228.0,9206.0
2025-07-21,9343.0,9341.0
2025-07-22,9435.0,9415.0
2025-07-23,9310.0,9379.0
2025-07-24,9336.0,9366.0
2025-07-27,9142.0,9165.0
2025-07-28,9163.0,9162.0
2025-07-29,9161.0,9162.0
2025-07-30,8949.0,8942.0
2025-07-31,8890.0,8879.0
2025-08-03,8995.0,8937.0
2025-08-04,9050.0,9054.0
2025-08-05,9155.0,9148.0
2025-08-06,9204.0,9175.0
2025-08-07,9235.0,9227.0
2025-08-10,9197.0,9204.0
2025-08-11,9163.0,9142.0
2025-08-12,9272.0,9194.0
2025-08-13,9262.0,9300.0
2025-08-14,9180.0,9169.0
2025-08-17,9211.0,9209.0
2025-08-18,9155.0,9175.0
2025-08-19,9017.0,9032.0
2025-08-20,9136.0,9159.0
2025-08-21,9170.0,9205.0
2025-08-24,9351.0,9342.0
2025-08-25,9322.0,9323.0
2025-08-26,9288.0,9299.0
2025-08-27,9349.0,9326.0
2025-08-28,9366.0,9360.0
2025-08-31,9770.0,9662.0
2025-09-01,9782.0,9862.0
2025-09-02,9792.0,9826.0
2025-09-03,9770.0,9809.0
2025-09-04,9769.0,9764.0
2025-09-07,9768.0,9751.0
2025-09-08,9823.0,9833.0
2025-09-09,9792.0,9743.0
2025-09-10,9756.0,9799.0
2025-09-11,10003.0,9962.0
2025-09-14,9999.0,9986.0
2025-09-15,10084.0,10107.0
2025-09-16,9892.0,9934.0
2025-09-17,9770.0,9824.0
2025-09-18,9939.0,9885.0
2025-09-21,10244.0,10180.0
2025-09-22,10280.0,10257.0
2025-09-23,10350.0,10281.0
2025-09-24,10358.0,10325.0
2025-09-25,10562.0,10515.0
2025-09-28,10926.0,10741.0
2025-09-29,10919.0,10881.0
2025-10-08,11200.0,11213.0
2025-10-09,11058.0,10998.0
2025-10-12,11479.0,11235.0
2025-10-13,11395.0,11934.0
2025-10-14,11908.0,11804.0
2025-10-15,11987.0,12124.0
2025-10-16,12213.0,12145.0
2025-10-19,11705.0,11822.0
2025-10-20,11728.0,11812.0
2025-10-21,11438.0,11248.0
2025-10-22,11450.0,11346.0
2025-10-23,11344.0,11404.0
2025-10-26,11422.0,11412.0
2025-10-27,11063.0,11138.0
2025-10-28,11282.0,11273.0
2025-10-29,11182.0,11230.0
2025-10-30,11403.0,11468.0
2025-11-02,11433.0,11314.0
2025-11-03,11183.0,11317.0
2025-11-04,11265.0,11155.0
2025-11-05,11412.0,11294.0
2025-11-06,11456.0,11412.0
2025-11-09,11691.0,11654.0
2025-11-10,11934.0,11922.0
2025-11-11,12074.0,11975.0
2025-11-12,12572.0,12420.0
2025-11-13,12378.0,12356.0
2025-11-16,11917.0,12024.0
2025-11-17,11731.0,11811.0
2025-11-18,12127.0,11964.0
2025-11-19,12072.0,12134.0
2025-11-20,11720.0,11900.0
2025-11-23,11838.0,11802.0
2025-11-24,12150.0,12118.0
2025-11-25,12193.0,12157.0
2025-11-26,12436.0,12367.0
2025-11-27,12682.0,12618.0
2025-11-30,13264.0,13459.0
2025-12-01,13414.0,13328.0
2025-12-02,13628.0,13712.0
2025-12-03,13388.0,13705.0
2025-12-04,13692.0,13358.0
2025-12-07,13672.0,13595.0
2025-12-08,13579.0,13633.0
2025-12-09,14318.0,14287.0
2025-12-10,14427.0,14588.0
2025-12-11,14910.0,14812.0
2025-12-14,14749.0,14630.0
2025-12-15,14624.0,14875.0
2025-12-16,15453.0,15212.0
2025-12-17,15466.0,15399.0
2025-12-18,15349.0,15118.0
2025-12-21,16148.0,15993.0
2025-12-22,16403.0,16320.0
2025-12-23,17453.0,17384.0
2025-12-24,17391.0,17140.0
2025-12-25,18551.0,18471.0
2025-12-28,19414.0,19061.0
2025-12-29,18013.0,17791.0
2025-12-30,17004.0,18425.0
2026-01-04,18296.0,18150.0
2026-01-05,19509.0,18844.0
2026-01-06,19351.0,19607.0
2026-01-07,18434.0,19369.0
2026-01-08,18683.0,18378.0
2026-01-11,20927.0,20421.0
2026-01-12,21057.0,20946.0
2026-01-13,22791.0,22474.0
2026-01-14,22404.0,22475.0
2026-01-15,22611.0,22969.0
2026-01-18,23105.0,22922.0
2026-01-19,23166.0,23352.0
2026-01-20,23256.0,22871.0
2026-01-21,23312.0,22822.0
2026-01-22,24965.0,24879.0
2026-01-25,27417.0,27510.0
2026-01-26,28346.0,28312.0
